# Level fingerprint corpus for JIT.Score originality comparisons
# Format: gameid,levelid,screen,fingerprint
# Empty gameid = vanilla SMW reference (from lmlevelinfo/test/akogare/smw.sfc)
# fingerprint is v2:<hex> (expanded Layer1 Map16) or empty
,015,1,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000001010100010001000100010001000100007400790000000000000000000000000040003f003f003f003f003f003f003f0100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,2,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d000000000000000000000000000000000000000000000000000000000000002e0000000000000000000000000000000000000000000000000000002b002b0000002b002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000100010001000100010001030000000000000000000000000000003f003f003f003f003f003f003f003f0041000000000000000000000000000001000100010001000103003f003f003f00410000000000000000000000000000003f003f003f003f0041003f003f003f004100000000007300740074007900000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,3,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b00000000002b002b002b00000000002b002b002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000730074007400790000000000000000000000000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,4,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010601060106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100010001000100010001000100010001030000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000040003f003f003f003f003f003f003f003f0041000000000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,5,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b002b002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106010601060106010601060106010601060106010600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010601060106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000145010001000100010001000100010001480000000000000000000000000000014b003f003f003f003f003f003f003f014c0000000000000000000000000000014b003f003f003f003f003f003f003f014c000000000073007400740079000001e2003f003f003f003f003f003f003f01e400000000010001000100010001000100003f003f003f003f003f003f003f010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,6,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d000000000000000000000000000000000000000000000000000000000000002e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100010001000100010001000100010001030000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000040003f003f003f003f003f003f003f003f00410000000000000000000000000100010001000100010001000100010001000100010001480000000001450100003f003f003f003f003f003f003f003f003f003f003f014c00000000014b003f003f003f003f003f003f003f003f003f003f003f003f014c00000000014b003f
,015,7,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001060106010601060106010601060106010601060106010601060106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001300130013001300000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000011c011c00000000000000000137013800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000730074007900000100010001000100010001480000000000000000014501000100010001000100003f003f003f003f003f014c0000000000000000014b003f003f003f003f003f003f003f003f003f003f014c0000000000000000014b003f003f003f003f003f
,015,8,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013301340000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000007300740074007900000000000000000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,9,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002f0000003200000000000000000000000000000000000000000000000000000030000000330000000000000000000000000000000000000000000000000000003000000033000000000000000000000000000000000000000000000000000000350038003400000000000000000000000000000100010001000100010001000100010001000100010001000100010001480000003f003f003f003f003f003f003f003f003f003f003f003f003f003f014c0000003f003f003f003f003f003f003f003f003f003f003f003f003f003f014c0000
,015,10,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100010001000100010001000100000000000000000000000000000000000040003f003f003f003f003f003f003f000000000000007300740074007900000040003f003f003f003f003f003f003f00000145010001000100010001000100010001000100010001000100010001000000014b003f003f003f003f003f003f003f003f003f003f003f003f003f003f0000014b003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,11,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130013000000000000000000000000000000000002b002b0000000000000000013501360000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013301340000000000000000000000000100010300000000013701380000000000000000000000000000000000000000003f004100000000013501360000000000000000000000000000000000000000003f0041000000000135013600730074007900000000000000000000000000000100010001000100010001000100010001000100010001000100014800000000003f003f003f003f003f003f003f003f003f003f003f003f003f014c00000000003f003f003f003f003f003f003f003f003f003f003f003f003f014c00000000
,015,12,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b000000000000000000000000002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000145010001000100000000000000000000000000000000000000000000000000014b003f003f003f00000000000000000000000000000000000000000000000001e2003f003f003f0000000000000000000000000000000000000145010001000100003f003f003f000000000000000000000000000000000000014b003f003f003f003f003f003f00000000007300740074007900000000000001e2003f003f003f003f003f003f0145010001000100010001000100010001000100003f003f003f003f003f003f014b003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f014b003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,13,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001060106010601060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001260000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000730074007400790000000000000000000000000000000000000000011e011e0100010001000100010001000100014800000000000000000000000000000000003f003f003f003f003f003f003f014c011e011e011e011a0000000000000000003f003f003f003f003f003f003f014c00000000000000000000000000000000003f003f003f003f003f003f003f014c00000000000000000000000000000000003f003f003f003f003f003f003f014c00000000000000000000000000000000003f003f003f003f003f003f003f01e400000000000000000073007400740079003f003f003f003f003f003f003f010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,14,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b00000000002d000000000000000000000000000000000000000000000000000000000000002e0000000000000000000000000000000000000000000000000000002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010601060106000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d000000000000000000000000000000000000000000000000000000000000002e000000000000000000000000000000000000000000000000000000000000000000000000000000000000011e011e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006f000000000000000000000000000000000000000000000000000000000070011e00720000000000000000000000000145010001000100010001000000000000000000000000000000000000000000014b003f003f003f003f003f0000000000000000000000000000000000000000014b003f003f003f003f003f000000000071000000000000007300740079000001e2003f003f003f003f003f01000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,15,v2:000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b00000000002b002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100010001000100010001480000000000000000011e011e011e00000000003f003f003f003f003f003f014c000000000000000000000000000000000000003f003f003f003f003f003f014c000000000000000000000000000000000000003f003f003f003f003f003f01e4000000000000000000000000000000000000003f003f003f003f003f003f0100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,16,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100010001000100010001000100010001000100010001030000000000000040003f003f003f003f003f003f003f003f003f003f003f00410000000000000040003f010101000100010001000100010001000100010300410000000000000040003f0040003f003f003f003f003f003f003f003f00410041000000000000004001010100010001000100010001000100010001030041004100000000000000400040003f003f003f003f003f003f003f003f0041004100410100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,17,v2:000000000000000000000000013301340000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000000001300130000000000000015601570157015701570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001330134000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000002d013501360000000000000000000000000000000000000000000000000000002e013501360000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000660067000000000000000000000135013600000000007300740079013f013000680069013f00730074010001000100010001000100010001000100013f013f013f013f013f01000100003f003f003f003f003f003f003f003f003f013f013f013f013f013f003f003f003f003f003f003f003f003f003f003f003f013f013f013f013f013f003f003f
,015,18,v2:000000000000000000000000000001330134013f013f013f013f013f0000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000000000000000000000000000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000000001350136000000000000000000000000000001570157015701570158000000000135013600000000000000000000000000000000000000000000000000000000013501360000000000000000000000000000000000000000000000000000000001300130000000000000000000000000000001560157015701570157015701570157015800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000390000003c0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0000000000000000000000000000000000000000000000000000003a0000003d0074007900000000000000000000007300740074007900000000003b0000003e0100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,015,19,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000730074007900000000000000000073007400740074007900000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,016,0,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007300740079000000000000000000000073007400740100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,016,1,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000001010100010001000100010001000100007400790000000000000000000000000040003f003f003f003f003f003f003f0100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
,016,2,v2:00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002b002b002b002b002b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002d000000000000000000000000000000000000000000000000000000000000002e0000000000000000000000000000000000000000000000000000002b002b0000002b002b0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000100010001000100010001030000000000000000000000000000003f003f003f003f003f003f003f003f0041000000000000000000000000000001000100010001000103003f003f003f00410000000000000000000000000000003f003f003f003f0041003f003f003f004100000000007300740074007900000100010001000100010001000100010001000100010001000100010001000100003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f
